"","Concerned.with.homicide.investigations","Concerned.with.treatment.of.juveniles","Concerned.with.response.time","Concerned.with.human.rights","Concerned.with.crime.victim","Concerned.other","If.monitor.bad.apples","If.monitor.help.public","If.monitor.help.leadership","If.monitor.communicate.success","If.monitor.other"
"846","Homicide investigations","","","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"847","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","","not killing  innocent  people","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","Telling the public about all NOPD’s successes and mistakes",""
"848","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"849","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"850","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"851","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"852","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"853","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","Telling the public about all NOPD’s successes and mistakes",""
"854","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","Telling the public about all NOPD’s successes and mistakes",""
"855","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"856","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
